Canal,Franja Horaria,Año,Fecha,Día de la semana,Mes,Share Niños 4-8 años,Rating en Miles Niños 4-8 años,Share Amas de casa 18+,Rating en Miles Amas de casa 18+,Share Personas 4+,Rating en Miles Personas 4+
A&E,0600-2400,2019,2019-09-17,Tuesday,9,0.01,0.02,0.13,1.8,0.13,4.38
A&E,0600-2400,2019,2019-09-18,Wednesday,9,0.5,0.91,0.1,1.42,0.09,2.96
A&E,0600-2400,2019,2019-09-19,Thursday,9,0.59,1.29,0.11,1.47,0.15,4.66
A&E,0600-2400,2019,2019-09-20,Friday,9,0.39,0.82,0.21,2.96,0.2,6.67
A&E,0600-2400,2019,2019-09-21,Saturday,9,0.14,0.31,0.09,1.03,0.14,4.34
A&E,0600-2400,2019,2019-09-22,Sunday,9,0.32,0.59,0.19,2.45,0.21,7.26
A&E,0600-2400,2019,2019-09-23,Monday,9,0.26,0.51,0.11,1.69,0.16,5.76
A&E,0600-2400,2019,2019-09-24,Tuesday,9,0.0,0.01,0.16,2.27,0.12,3.93
A&E,0600-2400,2019,2019-09-25,Wednesday,9,0.17,0.31,0.08,1.11,0.15,4.99
A&E,0600-2400,2019,2019-09-26,Thursday,9,0.19,0.35,0.14,1.79,0.19,6.07
A&E,0600-2400,2019,2019-09-27,Friday,9,0.16,0.35,0.14,1.77,0.2,6.48
A&E,0600-2400,2019,2019-09-28,Saturday,9,0.0,0.01,0.15,1.74,0.18,5.7
A&E,0600-2400,2019,2019-09-29,Sunday,9,0.39,0.77,0.14,1.95,0.22,7.61
A&E,0600-2400,2019,2019-09-30,Monday,9,0.08,0.16,0.07,0.92,0.14,4.65
A&E,0600-2400,2019,2019-10-01,Tuesday,10,0.03,0.06,0.04,0.52,0.1,3.28
A&E,0600-2400,2019,2019-10-02,Wednesday,10,0.03,0.07,0.11,1.42,0.13,4.32
A&E,0600-2400,2019,2019-10-03,Thursday,10,0.01,0.02,0.09,1.32,0.13,4.29
A&E,0600-2400,2019,2019-10-04,Friday,10,0.0,0.0,0.1,1.37,0.22,7.28
A&E,0600-2400,2019,2019-10-05,Saturday,10,0.02,0.05,0.08,0.98,0.14,4.42
A&E,0600-2400,2019,2019-10-06,Sunday,10,0.0,0.0,0.06,0.79,0.06,2.12
A&E,0600-2400,2019,2019-10-07,Monday,10,0.01,0.02,0.02,0.27,0.03,0.95
A&E,0600-2400,2019,2019-10-08,Tuesday,10,0.0,0.0,0.03,0.37,0.05,1.67
A&E,0600-2400,2019,2019-10-09,Wednesday,10,0.0,0.0,0.04,0.59,0.03,1.06
A&E,0600-2400,2019,2019-10-10,Thursday,10,0.0,0.0,0.06,0.81,0.1,3.38
A&E,0600-2400,2019,2019-10-11,Friday,10,0.0,0.0,0.31,4.07,0.2,6.6
A&E,0600-2400,2019,2019-10-12,Saturday,10,0.0,0.0,0.27,3.23,0.17,5.33
A&E,0600-2400,2019,2019-10-13,Sunday,10,0.05,0.09,0.35,4.32,0.25,7.8
A&E,0600-2400,2019,2019-10-14,Monday,10,0.0,0.0,0.19,2.37,0.15,5.22
A&E,0600-2400,2019,2019-10-15,Tuesday,10,0.0,0.0,0.07,0.93,0.09,3.08
A&E,0600-2400,2019,2019-10-16,Wednesday,10,0.02,0.04,0.03,0.38,0.16,5.34
A&E,0600-2400,2019,2019-10-17,Thursday,10,0.0,0.0,0.19,2.74,0.13,4.18
A&E,0600-2400,2019,2019-10-18,Friday,10,0.0,0.0,0.15,1.92,0.1,3.24
A&E,0600-2400,2019,2019-10-19,Saturday,10,0.01,0.03,0.44,5.04,0.33,9.84
A&E,0600-2400,2019,2019-10-20,Sunday,10,0.0,0.0,0.16,2.21,0.14,5.0
A&E,0600-2400,2019,2019-10-21,Monday,10,0.02,0.04,0.17,2.42,0.16,5.23
A&E,0600-2400,2019,2019-10-22,Tuesday,10,0.0,0.0,0.05,0.67,0.11,3.62
A&E,0600-2400,2019,2019-10-23,Wednesday,10,0.0,0.0,0.07,1.0,0.09,3.13
A&E,0600-2400,2019,2019-10-24,Thursday,10,0.01,0.02,0.11,1.52,0.07,2.31
A&E,0600-2400,2019,2019-10-25,Friday,10,0.0,0.0,0.12,1.66,0.11,3.43
A&E,0600-2400,2019,2019-10-26,Saturday,10,0.01,0.01,0.25,2.85,0.35,10.12
A&E,0600-2400,2019,2019-10-27,Sunday,10,0.0,0.0,0.24,3.31,0.13,4.48
A&E,0600-2400,2019,2019-10-28,Monday,10,0.0,0.0,0.12,1.55,0.12,3.86
A&E,0600-2400,2019,2019-10-29,Tuesday,10,0.0,0.0,0.14,1.88,0.07,2.22
A&E,0600-2400,2019,2019-10-30,Wednesday,10,0.0,0.0,0.1,1.36,0.1,3.05
A&E,0600-2400,2019,2019-10-31,Thursday,10,0.0,0.0,0.07,0.92,0.18,5.17
A&E,0600-2400,2019,2019-11-01,Friday,11,0.01,0.03,0.13,1.69,0.14,4.6
A&E,0600-2400,2019,2019-11-02,Saturday,11,0.02,0.06,0.09,0.98,0.07,2.17
A&E,0600-2400,2019,2019-11-03,Sunday,11,0.09,0.19,0.21,2.56,0.12,3.84
A&E,0600-2400,2019,2019-11-04,Monday,11,0.01,0.01,0.28,3.84,0.24,8.39
A&E,0600-2400,2019,2019-11-05,Tuesday,11,0.0,0.0,0.23,2.97,0.2,6.25
A&E,0600-2400,2019,2019-11-06,Wednesday,11,0.0,0.0,0.04,0.47,0.04,1.16
A&E,0600-2400,2019,2019-11-07,Thursday,11,0.0,0.01,0.03,0.36,0.06,1.75
A&E,0600-2400,2019,2019-11-08,Friday,11,0.03,0.07,0.35,4.46,0.23,6.97
A&E,0600-2400,2019,2019-11-09,Saturday,11,0.01,0.02,0.17,2.0,0.23,7.1
A&E,0600-2400,2019,2019-11-10,Sunday,11,0.0,0.0,0.17,2.18,0.15,4.94
A&E,0600-2400,2019,2019-11-11,Monday,11,0.12,0.22,0.25,3.45,0.29,10.33
A&E,0600-2400,2019,2019-11-12,Tuesday,11,0.0,0.0,0.08,1.07,0.09,2.66
A&E,0600-2400,2019,2019-11-13,Wednesday,11,0.01,0.03,0.06,0.83,0.11,3.57
A&E,0600-2400,2019,2019-11-14,Thursday,11,0.0,0.0,0.15,1.96,0.23,7.19
A&E,0600-2400,2019,2019-11-15,Friday,11,0.01,0.01,0.05,0.58,0.09,2.97
A&E,0600-2400,2019,2019-11-16,Saturday,11,0.01,0.04,0.19,2.16,0.21,6.07
A&E,0600-2400,2019,2019-11-17,Sunday,11,0.0,0.0,0.15,2.03,0.23,8.04
A&E,0600-2400,2019,2019-11-18,Monday,11,0.01,0.01,0.02,0.28,0.14,4.39
A&E,0600-2400,2019,2019-11-19,Tuesday,11,0.01,0.03,0.05,0.64,0.2,6.75
A&E,0600-2400,2019,2019-11-20,Wednesday,11,0.02,0.05,0.06,0.8,0.12,3.74
A&E,0600-2400,2019,2019-11-21,Thursday,11,0.0,0.0,0.05,0.91,0.06,2.68
A&E,0600-2400,2019,2019-11-22,Friday,11,0.05,0.12,0.06,0.99,0.14,5.48
A&E,0600-2400,2019,2019-11-23,Saturday,11,0.13,0.31,0.13,1.93,0.17,5.95
A&E,0600-2400,2019,2019-11-24,Sunday,11,0.0,0.0,0.13,1.75,0.21,7.2
A&E,0600-2400,2019,2019-11-25,Monday,11,0.6,1.55,0.22,3.11,0.3,10.65
A&E,0600-2400,2019,2019-11-26,Tuesday,11,0.0,0.0,0.06,0.81,0.13,4.55
A&E,0600-2400,2019,2019-11-27,Wednesday,11,0.0,0.0,0.03,0.47,0.07,2.49
A&E,0600-2400,2019,2019-11-28,Thursday,11,0.0,0.0,0.07,0.92,0.05,1.84
A&E,0600-2400,2019,2019-11-29,Friday,11,0.0,0.0,0.09,1.19,0.17,5.57
A&E,0600-2400,2019,2019-11-30,Saturday,11,0.01,0.01,0.27,2.91,0.25,6.98
A&E,0600-2400,2019,2019-12-01,Sunday,12,0.0,0.0,0.11,1.43,0.16,5.26
A&E,0600-2400,2019,2019-12-02,Monday,12,0.05,0.11,0.46,5.64,0.43,13.01
A&E,0600-2400,2019,2019-12-03,Tuesday,12,0.05,0.12,0.15,1.98,0.18,5.76
A&E,0600-2400,2019,2019-12-04,Wednesday,12,0.0,0.0,0.07,1.03,0.14,4.93
A&E,0600-2400,2019,2019-12-05,Thursday,12,0.0,0.0,0.77,9.78,0.41,13.44
A&E,0600-2400,2019,2019-12-06,Friday,12,0.09,0.23,1.03,13.39,0.56,18.16
A&E,0600-2400,2019,2019-12-07,Saturday,12,0.0,0.0,0.05,0.57,0.06,1.8
A&E,0600-2400,2019,2019-12-08,Sunday,12,0.01,0.02,0.18,2.09,0.14,4.23
A&E,0600-2400,2019,2019-12-09,Monday,12,0.0,0.0,0.26,3.26,0.24,7.76
A&E,0600-2400,2019,2019-12-10,Tuesday,12,0.0,0.0,0.08,1.05,0.18,5.51
A&E,0600-2400,2019,2019-12-11,Wednesday,12,0.0,0.0,0.33,4.16,0.19,6.18
A&E,0600-2400,2019,2019-12-12,Thursday,12,0.0,0.0,0.12,1.56,0.2,6.39
A&E,0600-2400,2019,2019-12-13,Friday,12,0.01,0.03,0.22,2.48,0.17,5.15
A&E,0600-2400,2019,2019-12-14,Saturday,12,0.0,0.01,0.22,2.4,0.14,4.04
A&E,0600-2400,2019,2019-12-15,Sunday,12,0.0,0.0,0.19,2.15,0.19,5.51
A&E,0600-2400,2019,2019-12-16,Monday,12,0.0,0.0,0.15,1.71,0.18,5.13
A&E,0600-2400,2019,2019-12-17,Tuesday,12,1.02,2.42,0.27,3.03,0.36,10.57
A&E,0600-2400,2019,2019-12-18,Wednesday,12,0.05,0.1,0.19,2.29,0.21,6.36
A&E,0600-2400,2019,2019-12-19,Thursday,12,0.0,0.0,0.12,1.45,0.15,4.58
A&E,0600-2400,2019,2019-12-20,Friday,12,0.0,0.0,0.18,1.94,0.24,6.88
A&E,0600-2400,2019,2019-12-21,Saturday,12,0.02,0.04,0.24,2.33,0.16,4.11
A&E,0600-2400,2019,2019-12-22,Sunday,12,0.01,0.02,0.22,2.3,0.19,5.38
A&E,0600-2400,2019,2019-12-23,Monday,12,0.59,1.06,0.2,2.06,0.28,7.64
A&E,0600-2400,2019,2019-12-24,Tuesday,12,0.0,0.0,0.04,0.33,0.09,2.14
A&E,0600-2400,2019,2019-12-25,Wednesday,12,0.0,0.0,0.23,2.47,0.33,9.24
A&E,0600-2400,2019,2019-12-26,Thursday,12,0.0,0.0,0.11,1.33,0.11,3.63
A&E,0600-2400,2019,2019-12-27,Friday,12,0.09,0.16,0.22,2.71,0.21,6.21
A&E,0600-2400,2019,2019-12-28,Saturday,12,0.05,0.09,0.2,2.07,0.13,3.4
A&E,0600-2400,2019,2019-12-29,Sunday,12,0.23,0.37,0.19,2.19,0.26,7.84
A&E,0600-2400,2019,2019-12-30,Monday,12,0.0,0.01,0.08,1.0,0.17,5.1
A&E,0600-2400,2019,2019-12-31,Tuesday,12,0.0,0.0,0.4,3.69,0.37,8.54
Señal Colombia,0600-2400,2018,2018-01-01,Monday,1,0.12,0.31,0.7,8.75,0.82,26.76
Señal Colombia,0600-2400,2018,2018-01-02,Tuesday,1,1.19,3.84,0.51,6.91,0.75,27.64
Señal Colombia,0600-2400,2018,2018-01-03,Wednesday,1,2.21,6.85,0.54,7.74,1.11,41.45
Señal Colombia,0600-2400,2018,2018-01-04,Thursday,1,2.24,7.18,0.51,6.84,0.83,29.1
Señal Colombia,0600-2400,2018,2018-01-05,Friday,1,1.67,5.3,0.94,13.54,1.06,37.83
Señal Colombia,0600-2400,2018,2018-01-06,Saturday,1,0.34,0.75,0.61,7.99,0.67,21.83
Señal Colombia,0600-2400,2018,2018-01-07,Sunday,1,1.34,3.61,0.72,9.46,0.71,23.74
Señal Colombia,0600-2400,2018,2018-01-08,Monday,1,0.14,0.37,0.29,4.05,0.35,12.86
Señal Colombia,0600-2400,2018,2018-01-09,Tuesday,1,1.51,5.69,0.49,7.07,0.64,25.58
Señal Colombia,0600-2400,2018,2018-01-10,Wednesday,1,1.88,5.61,0.73,10.87,1.0,37.22
Señal Colombia,0600-2400,2018,2018-01-11,Thursday,1,2.76,9.19,0.78,11.42,0.99,37.68
Señal Colombia,0600-2400,2018,2018-01-12,Friday,1,3.55,10.6,0.29,4.27,0.74,27.67
Señal Colombia,0600-2400,2018,2018-01-13,Saturday,1,0.75,2.53,0.6,8.42,0.64,23.87
Señal Colombia,0600-2400,2018,2018-01-14,Sunday,1,0.75,2.55,0.39,5.44,0.5,20.14
Señal Colombia,0600-2400,2018,2018-01-15,Monday,1,1.67,5.59,0.52,8.07,0.67,26.76
Señal Colombia,0600-2400,2018,2018-01-16,Tuesday,1,0.45,1.58,0.36,5.42,0.43,17.44
Señal Colombia,0600-2400,2018,2018-01-17,Wednesday,1,1.67,6.16,0.28,4.36,0.48,18.99
Señal Colombia,0600-2400,2018,2018-01-18,Thursday,1,1.4,4.86,0.29,4.38,0.53,20.63
Señal Colombia,0600-2400,2018,2018-01-19,Friday,1,0.55,1.72,0.18,2.52,0.44,16.03
Señal Colombia,0600-2400,2018,2018-01-20,Saturday,1,0.64,1.83,0.35,4.42,0.46,15.7
Señal Colombia,0600-2400,2018,2018-01-21,Sunday,1,0.53,1.33,0.28,3.78,0.42,15.79
Señal Colombia,0600-2400,2018,2018-01-22,Monday,1,0.96,2.84,0.32,4.69,0.52,19.03
Señal Colombia,0600-2400,2018,2018-01-23,Tuesday,1,0.82,2.37,0.21,3.12,0.38,14.2
Señal Colombia,0600-2400,2018,2018-01-24,Wednesday,1,1.48,3.99,0.72,10.57,0.74,27.25
Señal Colombia,0600-2400,2018,2018-01-25,Thursday,1,1.61,4.29,0.2,2.82,0.39,14.07
Señal Colombia,0600-2400,2018,2018-01-26,Friday,1,0.7,2.05,0.8,11.65,0.76,28.27
Señal Colombia,0600-2400,2018,2018-01-27,Saturday,1,0.94,2.97,0.51,6.89,0.53,18.88
Señal Colombia,0600-2400,2018,2018-01-28,Sunday,1,0.87,2.07,0.44,6.25,0.6,22.86
Señal Colombia,0600-2400,2018,2018-01-29,Monday,1,2.19,5.74,0.18,2.57,0.42,15.0
Señal Colombia,0600-2400,2018,2018-01-30,Tuesday,1,1.94,4.99,0.49,7.27,0.51,18.56
Señal Colombia,0600-2400,2018,2018-01-31,Wednesday,1,1.97,5.04,0.33,5.11,0.41,15.08
Señal Colombia,0600-2400,2018,2018-02-01,Thursday,2,0.12,0.29,0.6,8.76,0.55,19.73
Señal Colombia,0600-2400,2018,2018-02-02,Friday,2,0.15,0.37,0.26,3.67,0.36,12.01
Señal Colombia,0600-2400,2018,2018-02-03,Saturday,2,0.27,0.77,0.86,11.07,0.69,22.99
Señal Colombia,0600-2400,2018,2018-02-04,Sunday,2,1.14,2.91,0.53,7.27,0.57,21.13
Señal Colombia,0600-2400,2018,2018-02-05,Monday,2,1.57,3.93,0.22,3.16,0.53,18.14
Señal Colombia,0600-2400,2018,2018-02-06,Tuesday,2,0.73,1.61,0.92,12.65,0.94,31.24
Señal Colombia,0600-2400,2018,2018-02-07,Wednesday,2,0.75,1.63,0.47,6.93,0.52,18.27
Señal Colombia,0600-2400,2018,2018-02-08,Thursday,2,0.97,2.23,0.52,7.63,0.68,23.76
Señal Colombia,0600-2400,2018,2018-02-09,Friday,2,0.99,2.19,1.06,15.22,1.0,33.87
Señal Colombia,0600-2400,2018,2018-02-10,Saturday,2,1.32,3.53,0.94,12.86,0.99,34.45
Señal Colombia,0600-2400,2018,2018-02-11,Sunday,2,1.48,3.6,1.77,25.48,1.68,64.37
Señal Colombia,0600-2400,2018,2018-02-12,Monday,2,1.01,1.92,0.27,3.97,0.46,15.79
Señal Colombia,0600-2400,2018,2018-02-13,Tuesday,2,2.51,6.28,0.22,3.42,0.54,19.59
Señal Colombia,0600-2400,2018,2018-02-14,Wednesday,2,2.37,6.16,0.52,7.88,0.7,25.32
Señal Colombia,0600-2400,2018,2018-02-15,Thursday,2,1.05,2.13,0.43,6.29,0.51,17.63
Señal Colombia,0600-2400,2018,2018-02-16,Friday,2,1.57,4.53,0.33,4.55,0.57,19.79
Señal Colombia,0600-2400,2018,2018-02-17,Saturday,2,1.53,5.21,0.69,9.15,0.67,24.78
Señal Colombia,0600-2400,2018,2018-02-18,Sunday,2,0.31,0.9,1.2,17.78,0.77,29.84
Señal Colombia,0600-2400,2018,2018-02-19,Monday,2,1.57,3.35,0.28,4.22,0.46,15.75
Señal Colombia,0600-2400,2018,2018-02-20,Tuesday,2,1.2,3.15,0.33,5.01,0.5,18.41
Señal Colombia,0600-2400,2018,2018-02-21,Wednesday,2,0.81,2.24,0.23,3.4,0.46,16.93
Señal Colombia,0600-2400,2018,2018-02-22,Thursday,2,0.85,2.23,0.27,4.09,0.38,13.75
Señal Colombia,0600-2400,2018,2018-02-23,Friday,2,0.89,2.7,0.43,6.73,0.55,20.27
Señal Colombia,0600-2400,2018,2018-02-24,Saturday,2,1.45,4.58,0.94,12.23,0.94,32.92
Señal Colombia,0600-2400,2018,2018-02-25,Sunday,2,0.06,0.17,0.7,9.83,0.6,23.32
Señal Colombia,0600-2400,2018,2018-02-26,Monday,2,0.99,2.39,0.61,8.93,0.65,22.82
Señal Colombia,0600-2400,2018,2018-02-27,Tuesday,2,1.76,4.16,0.41,6.26,0.41,14.23
Señal Colombia,0600-2400,2018,2018-02-28,Wednesday,2,1.3,3.15,0.53,7.23,0.57,19.5
Señal Colombia,0600-2400,2018,2018-03-01,Thursday,3,0.37,0.7,0.32,4.53,0.36,12.15
Señal Colombia,0600-2400,2018,2018-03-02,Friday,3,1.32,3.1,0.18,2.5,0.41,13.65
Señal Colombia,0600-2400,2018,2018-03-03,Saturday,3,0.54,1.5,0.95,11.48,0.67,22.21
Señal Colombia,0600-2400,2018,2018-03-04,Sunday,3,0.31,0.89,1.0,14.84,1.1,43.46
Señal Colombia,0600-2400,2018,2018-03-05,Monday,3,0.23,0.59,0.65,9.44,0.52,18.42
Señal Colombia,0600-2400,2018,2018-03-06,Tuesday,3,1.87,4.41,0.29,4.25,0.57,19.95
Señal Colombia,0600-2400,2018,2018-03-07,Wednesday,3,2.71,5.8,0.5,7.12,0.74,25.44
Señal Colombia,0600-2400,2018,2018-03-08,Thursday,3,2.46,5.65,0.39,5.72,0.95,32.96
Señal Colombia,0600-2400,2018,2018-03-09,Friday,3,1.13,2.57,0.4,5.98,0.56,19.82
Señal Colombia,0600-2400,2018,2018-03-10,Saturday,3,0.42,1.24,0.36,4.34,0.37,12.37
Señal Colombia,0600-2400,2018,2018-03-11,Sunday,3,2.12,6.55,1.52,21.75,1.32,53.32
Señal Colombia,0600-2400,2018,2018-03-12,Monday,3,0.97,2.55,0.25,3.75,0.44,15.78
Señal Colombia,0600-2400,2018,2018-03-13,Tuesday,3,2.53,6.69,0.53,7.67,0.7,24.5
Señal Colombia,0600-2400,2018,2018-03-14,Wednesday,3,0.31,0.79,0.32,4.7,0.41,14.88
Señal Colombia,0600-2400,2018,2018-03-15,Thursday,3,3.46,8.42,0.67,10.28,0.94,33.37
Señal Colombia,0600-2400,2018,2018-03-16,Friday,3,1.55,3.48,0.61,8.08,0.86,27.56
Señal Colombia,0600-2400,2018,2018-03-17,Saturday,3,0.81,2.42,0.57,6.77,0.51,16.33
Señal Colombia,0600-2400,2018,2018-03-18,Sunday,3,0.63,1.92,1.32,18.0,0.97,36.35
Señal Colombia,0600-2400,2018,2018-03-19,Monday,3,1.3,4.65,1.72,24.49,1.59,62.43
Señal Colombia,0600-2400,2018,2018-03-20,Tuesday,3,1.51,3.71,0.23,3.33,0.57,19.67
Señal Colombia,0600-2400,2018,2018-03-21,Wednesday,3,1.47,2.72,0.41,5.89,0.71,23.65
Señal Colombia,0600-2400,2018,2018-03-22,Thursday,3,1.39,2.72,0.49,7.11,0.66,22.52
Señal Colombia,0600-2400,2018,2018-03-23,Friday,3,0.57,1.41,0.32,4.6,0.54,20.28
Señal Colombia,0600-2400,2018,2018-03-24,Saturday,3,0.83,2.79,0.87,12.37,0.78,28.23
Señal Colombia,0600-2400,2018,2018-03-25,Sunday,3,0.2,0.54,0.82,11.62,0.82,31.9
Señal Colombia,0600-2400,2018,2018-03-26,Monday,3,2.25,7.28,0.49,6.99,0.91,34.27
Señal Colombia,0600-2400,2018,2018-03-27,Tuesday,3,0.83,2.83,0.27,3.98,0.59,23.6
Señal Colombia,0600-2400,2018,2018-03-28,Wednesday,3,0.6,1.84,0.45,6.4,0.74,26.84
Señal Colombia,0600-2400,2018,2018-03-29,Thursday,3,0.31,0.96,0.76,10.96,0.77,30.48
Señal Colombia,0600-2400,2018,2018-03-30,Friday,3,0.14,0.38,0.48,6.67,0.67,25.76
Señal Colombia,0600-2400,2018,2018-03-31,Saturday,3,0.23,0.84,0.91,12.23,0.62,23.05
Señal Colombia,0600-2400,2018,2018-04-01,Sunday,4,1.06,2.88,0.67,9.8,0.75,29.73
Señal Colombia,0600-2400,2018,2018-04-02,Monday,4,0.46,1.26,0.56,8.09,0.56,20.14
Señal Colombia,0600-2400,2018,2018-04-03,Tuesday,4,1.57,3.47,0.56,7.89,0.62,21.44
Señal Colombia,0600-2400,2018,2018-04-04,Wednesday,4,1.04,2.26,0.55,8.05,0.61,21.28
Señal Colombia,0600-2400,2018,2018-04-05,Thursday,4,0.89,1.89,0.63,9.13,0.77,26.94
Señal Colombia,0600-2400,2018,2018-04-06,Friday,4,1.26,3.07,0.52,7.87,0.58,20.49
Señal Colombia,0600-2400,2018,2018-04-07,Saturday,4,1.31,4.0,1.12,15.22,1.02,37.29
Señal Colombia,0600-2400,2018,2018-04-08,Sunday,4,0.28,0.76,0.43,5.89,0.55,19.92
Señal Colombia,0600-2400,2018,2018-04-09,Monday,4,1.75,4.05,0.15,2.29,0.44,15.55
Señal Colombia,0600-2400,2018,2018-04-10,Tuesday,4,0.27,0.59,0.26,3.77,0.42,14.94
Señal Colombia,0600-2400,2018,2018-04-11,Wednesday,4,0.81,1.71,0.11,1.65,0.27,9.79
Señal Colombia,0600-2400,2018,2018-04-12,Thursday,4,0.74,1.45,0.31,4.87,0.36,12.72
Señal Colombia,0600-2400,2018,2018-04-13,Friday,4,0.41,0.96,0.22,3.14,0.31,10.62
Señal Colombia,0600-2400,2018,2018-04-14,Saturday,4,0.16,0.41,0.4,5.26,0.37,13.15
Señal Colombia,0600-2400,2018,2018-04-15,Sunday,4,0.21,0.59,0.45,6.17,0.42,15.31
Señal Colombia,0600-2400,2018,2018-04-16,Monday,4,0.02,0.05,0.32,4.62,0.24,8.09
Señal Colombia,0600-2400,2018,2018-04-17,Tuesday,4,0.47,1.03,0.23,3.32,0.37,12.77
Señal Colombia,0600-2400,2018,2018-04-18,Wednesday,4,0.57,1.32,0.19,2.67,0.3,10.34
Señal Colombia,0600-2400,2018,2018-04-19,Thursday,4,0.7,1.59,0.22,3.24,0.3,10.3
Señal Colombia,0600-2400,2018,2018-04-20,Friday,4,0.85,2.42,0.23,3.27,0.41,14.02
Señal Colombia,0600-2400,2018,2018-04-21,Saturday,4,0.49,1.39,0.79,10.34,0.63,21.44
Señal Colombia,0600-2400,2018,2018-04-22,Sunday,4,0.34,0.87,0.65,9.45,0.48,18.44
Señal Colombia,0600-2400,2018,2018-04-23,Monday,4,0.56,1.34,0.32,4.39,0.36,12.42
Señal Colombia,0600-2400,2018,2018-04-24,Tuesday,4,2.2,4.74,0.31,4.58,0.47,16.81
Señal Colombia,0600-2400,2018,2018-04-25,Wednesday,4,0.64,1.49,0.32,4.78,0.39,14.32
Señal Colombia,0600-2400,2018,2018-04-26,Thursday,4,0.84,1.91,0.24,3.49,0.4,13.36
Señal Colombia,0600-2400,2018,2018-04-27,Friday,4,1.25,3.48,0.5,7.06,0.6,21.31
Señal Colombia,0600-2400,2018,2018-04-28,Saturday,4,0.21,0.66,0.52,7.19,0.48,17.24
Señal Colombia,0600-2400,2018,2018-04-29,Sunday,4,0.41,1.32,0.86,13.78,0.69,28.61
Señal Colombia,0600-2400,2018,2018-04-30,Monday,4,0.76,2.19,0.62,9.06,0.76,27.46
Señal Colombia,0600-2400,2018,2018-05-01,Tuesday,5,0.37,1.23,0.77,12.01,0.69,29.96
Señal Colombia,0600-2400,2018,2018-05-02,Wednesday,5,0.47,1.12,0.23,3.25,0.21,7.36
Señal Colombia,0600-2400,2018,2018-05-03,Thursday,5,1.53,3.56,0.3,4.26,0.39,13.48
Señal Colombia,0600-2400,2018,2018-05-04,Friday,5,0.76,2.21,0.65,9.38,0.78,27.69
Señal Colombia,0600-2400,2018,2018-05-05,Saturday,5,0.35,1.04,1.28,17.73,1.04,36.22
Señal Colombia,0600-2400,2018,2018-05-06,Sunday,5,0.31,1.08,1.0,15.43,0.84,34.19
Señal Colombia,0600-2400,2018,2018-05-07,Monday,5,0.35,0.89,0.36,5.37,0.43,15.28
Señal Colombia,0600-2400,2018,2018-05-08,Tuesday,5,0.54,1.37,0.7,10.26,0.6,21.17
Señal Colombia,0600-2400,2018,2018-05-09,Wednesday,5,0.62,1.51,0.48,6.97,0.5,17.63
Señal Colombia,0600-2400,2018,2018-05-10,Thursday,5,1.37,3.63,0.72,9.86,0.84,29.31
Señal Colombia,0600-2400,2018,2018-05-11,Friday,5,0.69,1.73,0.55,7.74,0.65,21.94
Señal Colombia,0600-2400,2018,2018-05-12,Saturday,5,0.36,1.17,1.32,16.38,1.2,39.86
Señal Colombia,0600-2400,2018,2018-05-13,Sunday,5,0.23,0.61,1.79,20.1,1.54,49.44
Señal Colombia,0600-2400,2018,2018-05-14,Monday,5,0.26,0.84,0.77,11.27,0.66,26.43
Señal Colombia,0600-2400,2018,2018-05-15,Tuesday,5,0.3,0.75,0.83,11.63,0.94,32.58
Señal Colombia,0600-2400,2018,2018-05-16,Wednesday,5,0.71,2.06,0.65,9.42,0.8,28.35
Señal Colombia,0600-2400,2018,2018-05-17,Thursday,5,0.31,0.7,1.07,15.02,0.92,30.78
Señal Colombia,0600-2400,2018,2018-05-18,Friday,5,2.27,6.46,0.77,11.17,0.84,30.49
Señal Colombia,0600-2400,2018,2018-05-19,Saturday,5,0.36,1.16,2.03,29.29,1.62,58.99
Señal Colombia,0600-2400,2018,2018-05-20,Sunday,5,0.83,2.26,1.3,18.73,1.3,47.96
Señal Colombia,0600-2400,2018,2018-05-21,Monday,5,1.14,2.88,0.22,3.29,0.31,11.03
Señal Colombia,0600-2400,2018,2018-05-22,Tuesday,5,1.24,3.0,0.99,14.48,1.0,34.59
Señal Colombia,0600-2400,2018,2018-05-23,Wednesday,5,0.62,1.79,0.85,12.2,0.77,26.56
Señal Colombia,0600-2400,2018,2018-05-24,Thursday,5,1.07,2.78,0.95,13.68,1.16,40.3
Señal Colombia,0600-2400,2018,2018-05-25,Friday,5,1.07,3.3,1.14,16.0,1.17,41.17
Señal Colombia,0600-2400,2018,2018-05-26,Saturday,5,0.89,2.99,1.21,17.37,1.28,49.54
Señal Colombia,0600-2400,2018,2018-05-27,Sunday,5,0.55,1.78,1.64,26.57,1.46,62.87
Señal Colombia,0600-2400,2018,2018-05-28,Monday,5,1.47,4.03,0.49,7.35,0.51,17.91
Señal Colombia,0600-2400,2018,2018-05-29,Tuesday,5,0.17,0.41,0.35,5.05,0.41,14.24
Señal Colombia,0600-2400,2018,2018-05-30,Wednesday,5,1.43,4.53,0.23,3.42,0.58,20.44
Señal Colombia,0600-2400,2018,2018-05-31,Thursday,5,0.64,1.7,0.15,2.17,0.25,8.56
Señal Colombia,0600-2400,2018,2018-06-01,Friday,6,0.74,2.24,0.36,5.43,0.47,17.11
Señal Colombia,0600-2400,2018,2018-06-02,Saturday,6,0.71,1.99,0.48,6.47,0.56,18.54
Señal Colombia,0600-2400,2018,2018-06-03,Sunday,6,0.07,0.17,0.65,9.16,0.54,19.93
