Canal,Año,Mes,Share Niños 4-8 años,Rating en Miles Niños 4-8 años,Share Amas de casa 18+,Rating en Miles Amas de casa 18+,Share Personas 4+,Rating en Miles Personas 4+,Fecha
Disney Channel,2019,10,4.6090322580645156,293.68,0.724516129032258,296.13,1.3912903225806452,1404.76,2019-10-01
Disney Channel,2019,11,4.119,279.0,0.6616666666666667,258.99,1.4840000000000002,1465.87,2019-11-01
Disney Channel,2019,12,4.942903225806451,326.51,0.7874193548387097,276.94,1.6400000000000001,1494.48,2019-12-01
Disney Jr,2018,1,9.676451612903225,895.57,0.873225806451613,384.68,1.7038709677419355,1947.22,2018-01-01
Disney Jr,2018,2,8.478928571428572,608.2,0.6553571428571429,264.08,1.3325,1327.05,2018-02-01
Disney Jr,2018,3,8.065483870967743,674.73,0.7383870967741936,321.84,1.4158064516129032,1571.72,2018-03-01
Disney Jr,2018,4,7.564333333333334,564.86,0.7423333333333333,319.63,1.2570000000000001,1344.9,2018-04-01
Disney Jr,2018,5,8.40709677419355,734.37,0.8270967741935484,365.36,1.6151612903225807,1795.57,2018-05-01
Disney Jr,2018,6,7.468999999999999,622.0699999999999,0.7829999999999999,346.93,1.445,1642.46,2018-06-01
Disney Jr,2018,7,8.755483870967742,652.95,0.7583870967741936,329.75,1.4364516129032259,1580.64,2018-07-01
Disney Jr,2018,8,8.236129032258065,633.99,0.7929032258064517,340.49,1.3651612903225807,1443.1,2018-08-01
Disney Jr,2018,9,7.7316666666666665,538.26,0.7873333333333333,324.81,1.3113333333333335,1352.33,2018-09-01
Disney Jr,2018,10,8.802903225806451,655.34,0.8677419354838709,364.7,1.4706451612903224,1532.1,2018-10-01
Disney Jr,2018,11,8.633333333333333,685.07,0.903,356.42,1.5406666666666666,1540.75,2018-11-01
Disney Jr,2018,12,9.189677419354839,674.38,1.1703225806451614,405.33,1.800967741935484,1585.01,2018-12-01
Disney Jr,2019,1,9.531290322580647,702.14,1.0496774193548386,438.93,1.687741935483871,1758.79,2019-01-01
Disney Jr,2019,2,8.313571428571429,508.31,0.725,288.62,1.3557142857142856,1313.31,2019-02-01
Disney Jr,2019,3,8.303548387096775,534.42,0.6229032258064515,270.57,1.251290322580645,1345.93,2019-03-01
Disney Jr,2019,4,7.222333333333334,455.9,0.66,276.42,1.2,1246.28,2019-04-01
Disney Jr,2019,5,6.739032258064516,445.12,0.7848387096774193,334.65999999999997,1.2467741935483871,1327.99,2019-05-01
Disney Jr,2019,6,6.736,473.23,0.9776666666666667,401.85,1.3076666666666665,1390.22,2019-06-01
Disney Jr,2019,7,5.999677419354839,405.36,0.9961290322580645,428.01,1.2970967741935484,1393.93,2019-07-01
Disney Jr,2019,8,6.39741935483871,428.33,0.6609677419354838,270.63,1.221290322580645,1262.28,2019-08-01
Disney Jr,2019,9,5.937666666666667,370.31,0.6553333333333333,259.34,1.062,1040.44,2019-09-01
Disney Jr,2019,10,6.369354838709677,404.0,0.8264516129032259,337.7,1.1248387096774193,1129.49,2019-10-01
Disney Jr,2019,11,7.844666666666667,534.04,0.8086666666666666,324.33,1.2813333333333332,1266.27,2019-11-01
Disney Jr,2019,12,5.916129032258064,400.21,0.7570967741935484,270.29,1.2974193548387096,1180.51,2019-12-01
Disney XD,2018,1,3.146774193548387,293.32,0.5764516129032259,253.72,1.1522580645161289,1316.85,2018-01-01
Disney XD,2018,2,3.2310714285714286,231.75,0.47500000000000003,190.31,1.065,1064.06,2018-02-01
Disney XD,2018,3,3.315483870967742,282.6,0.5493548387096775,236.54,1.1829032258064516,1327.17,2018-03-01
Disney XD,2018,4,3.3113333333333332,250.34,0.604,260.54,1.214,1301.2,2018-04-01
Disney XD,2018,5,2.153225806451613,187.32999999999998,0.5112903225806451,225.55,1.0183870967741935,1132.95,2018-05-01
Disney XD,2018,6,2.013,165.16,0.5453333333333333,241.56,0.9886666666666667,1128.8799999999999,2018-06-01
Disney XD,2018,7,3.267741935483871,244.45,0.6245161290322581,270.35,1.1335483870967742,1246.43,2018-07-01
Disney XD,2018,8,2.67258064516129,210.92000000000002,0.48612903225806453,207.71,0.9458064516129032,1001.61,2018-08-01
Disney XD,2018,9,3.9033333333333333,277.26,0.656,270.67,1.2116666666666667,1250.68,2018-09-01
Disney XD,2018,10,3.4864516129032257,258.04,0.5848387096774194,246.21,1.2187096774193549,1271.65,2018-10-01
Disney XD,2018,11,3.416333333333333,273.63,0.49266666666666664,193.05,1.1616666666666666,1166.92,2018-11-01
Disney XD,2018,12,4.5848387096774195,340.16,0.6483870967741936,222.38,1.3451612903225807,1194.83,2018-12-01
Disney XD,2019,1,3.2770967741935486,245.24,0.5109677419354839,214.28,1.09,1144.83,2019-01-01
Disney XD,2019,2,3.5324999999999998,214.09,0.4946428571428571,195.6,1.0471428571428572,1017.14,2019-02-01
Disney XD,2019,3,3.1748387096774193,207.39,0.5890322580645161,259.35,1.036451612903226,1124.67,2019-03-01
Disney XD,2019,4,3.4223333333333334,217.06,0.4503333333333333,186.56,0.9706666666666667,1006.22,2019-04-01
Disney XD,2019,5,3.7458064516129035,241.59,0.3396774193548387,146.81,1.0074193548387096,1076.81,2019-05-01
Disney XD,2019,6,3.182,222.18,0.439,180.43,0.9686666666666667,1039.96,2019-06-01
Disney XD,2019,7,2.790645161290323,188.26,0.4774193548387097,204.47,0.9683870967741935,1042.77,2019-07-01
